Fri May 12 14:52:39 2023    debug_timer_rec

         447405400 function calls (431447914 primitive calls) in 908.807 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   726725    2.062    0.000    3.977    0.000 __init__.py:914(get_siblings)
   726725    0.412    0.000    0.412    0.000 __init__.py:918(<listcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:940(get_chunk_n_rows)
        4    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
       15    0.000    0.000    0.001    0.000 __init__.py:98(get_projection_class)
        4    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        2    0.000    0.000    0.000    0.000 _adapters.py:143(__init__)
        2    0.000    0.000    0.004    0.002 _adapters.py:146(_reader)
        2    0.000    0.000    0.004    0.002 _adapters.py:151(_native)
        4    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        4    0.000    0.000    0.000    0.000 _adapters.py:165(wrap_spec)
        4    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        2    0.000    0.000    0.004    0.002 _adapters.py:28(get_resource_reader)
        5    0.000    0.000    0.207    0.041 _axes.py:172(get_legend_handles_labels)
        5    0.000    0.000    0.026    0.005 _axes.py:186(legend)
    30150    0.261    0.000    1.509    0.000 _axes.py:4246(_parse_scatter_color_args)
    30150    1.901    0.000  489.777    0.016 _axes.py:4396(scatter)
    30150    0.034    0.000    0.034    0.000 _axes.py:4628(<listcomp>)
        5    0.001    0.000    0.023    0.005 _axes.py:5398(imshow)
        5    0.000    0.000    0.003    0.001 _axes.py:5619(_pcolorargs)
        5    0.000    0.000    0.001    0.000 _axes.py:5652(<listcomp>)
        5    0.000    0.000    0.005    0.001 _axes.py:5735(_pcolor_grid_deprecation_helper)
       15    0.000    0.000    0.000    0.000 _axes.py:5736(<genexpr>)
        5    0.001    0.000    0.019    0.004 _axes.py:5982(pcolormesh)
       45    0.000    0.000    0.033    0.001 _axes.py:615(text)
        5    0.001    0.000    0.036    0.007 _axes.py:7887(matshow)
       10    0.000    0.000    0.004    0.000 _axes.py:93(set_title)
      116    0.001    0.000    0.005    0.000 _base.py:1001(get_yaxis_text2_transform)
       35    0.000    0.000    0.005    0.000 _base.py:1027(_update_transScale)
       70    0.000    0.000    0.002    0.000 _base.py:1039(get_position)
       70    0.001    0.000    0.009    0.000 _base.py:1091(_set_position)
       60    0.000    0.000    0.000    0.000 _base.py:1130(get_axes_locator)
    30260    0.135    0.000    0.453    0.000 _base.py:1136(_set_artist_props)
       15    0.000    0.000    0.004    0.000 _base.py:1146(_gen_axes_patch)
       15    0.000    0.000    0.030    0.002 _base.py:1163(_gen_axes_spines)
       15    0.001    0.000    0.030    0.002 _base.py:1178(<dictcomp>)
       15    0.005    0.000    0.383    0.026 _base.py:1219(__clear)
    11833    0.021    0.000    0.033    0.000 _base.py:1301(isspmatrix)
       15    0.000    0.000    0.384    0.026 _base.py:1341(clear)
       25    0.001    0.000    0.005    0.000 _base.py:1538(_set_title_offset_trans)
       60    0.000    0.000    0.000    0.000 _base.py:1624(get_aspect)
       10    0.000    0.000    0.000    0.000 _base.py:1632(set_aspect)
       15    0.000    0.000    0.000    0.000 _base.py:1716(set_adjustable)
       20    0.000    0.000    0.000    0.000 _base.py:1753(<genexpr>)
       20    0.001    0.000    0.001    0.000 _base.py:1780(set_box_aspect)
       40    0.000    0.000    0.000    0.000 _base.py:1817(get_anchor)
       10    0.000    0.000    0.000    0.000 _base.py:1830(set_anchor)
       20    0.000    0.000    0.002    0.000 _base.py:1878(get_data_ratio)
       60    0.001    0.000    0.017    0.000 _base.py:1892(apply_aspect)
        5    0.000    0.000    0.000    0.000 _base.py:2192(_sci)
       30    0.000    0.000    0.001    0.000 _base.py:221(__init__)
        5    0.000    0.000    0.000    0.000 _base.py:2211(_gci)
    30210    0.056    0.000    0.070    0.000 _base.py:2227(_deprecate_noninstance)
        5    0.000    0.000    0.002    0.000 _base.py:2241(add_artist)
    30160    0.875    0.000  445.585    0.015 _base.py:2280(add_collection)
        5    0.000    0.000    0.001    0.000 _base.py:2314(add_image)
       30    0.000    0.000    0.000    0.000 _base.py:234(set_prop_cycle)
       45    0.000    0.000    0.002    0.000 _base.py:2348(_add_text)
       30    0.000    0.000    0.000    0.000 _base.py:2482(_unit_change_handler)
    30165    0.188    0.000    1.713    0.000 _base.py:2521(update_datalim)
    90505    0.865    0.000    6.269    0.000 _base.py:2546(_process_unit_info)
    90505    0.131    0.000    0.520    0.000 _base.py:2603(<listcomp>)
    30155    0.016    0.000    0.016    0.000 _base.py:2635(use_sticky_edges)
        1    0.001    0.001    0.009    0.009 _base.py:273(load_csv_data)
    30155    3.940    0.000  411.409    0.014 _base.py:2845(autoscale_view)
    30150   51.063    0.002  113.476    0.004 _base.py:2895(<listcomp>)
    30150   49.819    0.002  109.575    0.004 _base.py:2901(<listcomp>)
    60310    1.946    0.000   28.583    0.000 _base.py:2911(handle_single_axis)
    60300    1.047    0.000    1.487    0.000 _base.py:2920(<listcomp>)
   120600    0.084    0.000    0.258    0.000 _base.py:2935(<genexpr>)
       30    0.003    0.000    0.560    0.019 _base.py:2980(_update_title_position)
      120    0.000    0.000    0.000    0.000 _base.py:3035(<genexpr>)
       30    0.003    0.000  340.777   11.359 _base.py:3042(draw)
       15    0.023    0.002    0.028    0.002 _base.py:3078(<listcomp>)
        5    0.000    0.000    0.000    0.000 _base.py:3150(get_axisbelow)
       15    0.001    0.000    0.002    0.000 _base.py:3164(set_axisbelow)
       40    0.000    0.000    0.202    0.005 _base.py:3198(grid)
       30    0.000    0.000    0.018    0.001 _base.py:3358(tick_params)
       15    0.000    0.000    0.000    0.000 _base.py:3446(set_axis_on)
        5    0.000    0.000    0.001    0.000 _base.py:3464(set_xlabel)
    30170    0.067    0.000    1.177    0.000 _base.py:3529(get_xbound)
    30150    0.247    0.000   11.148    0.000 _base.py:3545(set_xbound)
    30170    0.159    0.000    1.110    0.000 _base.py:3577(get_xlim)
   120700    0.426    0.000    1.700    0.000 _base.py:3599(_validate_converted_limits)
    30160    0.153    0.000    8.587    0.000 _base.py:3616(set_xlim)
       10    0.000    0.000    0.001    0.000 _base.py:3713(set_ylabel)
    30170    0.054    0.000    0.855    0.000 _base.py:3778(get_ybound)
    30150    0.184    0.000    8.267    0.000 _base.py:3794(set_ybound)
    30170    0.114    0.000    0.801    0.000 _base.py:3826(get_ylim)
    30160    0.102    0.000    6.243    0.000 _base.py:3848(set_ylim)
       15    0.000    0.000    0.000    0.000 _base.py:4012(set_navigate)
       15    0.000    0.000    0.000    0.000 _base.py:4028(set_navigate_mode)
        1    0.000    0.000    0.002    0.002 _base.py:404(load_descr)
    60360    4.012    0.000    6.053    0.000 _base.py:4314(get_children)
        1    0.000    0.000    0.009    0.009 _base.py:549(load_iris)
   271770    0.478    0.000    1.497    0.000 _base.py:564(_axis_map)
   271770    0.570    0.000    1.019    0.000 _base.py:567(<dictcomp>)
       15    0.006    0.000    0.545    0.036 _base.py:574(__init__)
       15    0.000    0.000    0.000    0.000 _base.py:632(<dictcomp>)
   180955    0.577    0.000    2.404    0.000 _base.py:72(wrapper)
       30    0.000    0.000    0.000    0.000 _base.py:756(get_window_extent)
       15    0.002    0.000    0.091    0.006 _base.py:775(_init_axis)
       15    0.001    0.000    0.008    0.001 _base.py:785(set_figure)
212420/31520    0.831    0.000  412.889    0.013 _base.py:799(_unstale_viewLim)
   212420    0.973    0.000    3.863    0.000 _base.py:802(<dictcomp>)
   849680    0.410    0.000    0.410    0.000 _base.py:803(<genexpr>)
    30155    0.048    0.000    0.048    0.000 _base.py:810(<dictcomp>)
   182235    0.221    0.000    3.906    0.000 _base.py:813(viewLim)
    30155    0.217    0.000    0.330    0.000 _base.py:818(_request_autoscale_view)
    30155    0.032    0.000    0.032    0.000 _base.py:832(<dictcomp>)
       15    0.001    0.000    0.004    0.000 _base.py:839(_set_lim_and_transforms)
  705/375    0.002    0.000    0.006    0.000 _base.py:875(get_xaxis_transform)
       75    0.001    0.000    0.004    0.000 _base.py:899(get_xaxis_text1_transform)
       75    0.000    0.000    0.003    0.000 _base.py:925(get_xaxis_text2_transform)
 1074/580    0.002    0.000    0.007    0.000 _base.py:951(get_yaxis_transform)
      116    0.001    0.000    0.006    0.000 _base.py:975(get_yaxis_text1_transform)
      140    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
        1    0.000    0.000    0.000    0.000 _bunch.py:24(__init__)
        2    0.000    0.000    0.000    0.000 _bunch.py:33(__getattr__)
       40    0.001    0.000    0.002    0.000 _classification.py:1291(_prf_divide)
       20    0.000    0.000    0.031    0.002 _classification.py:1355(_check_set_wise_labels)
       20    0.004    0.000    0.106    0.005 _classification.py:1396(precision_recall_fscore_support)
        5    0.002    0.000    0.142    0.028 _classification.py:2017(classification_report)
       20    0.000    0.000    0.000    0.000 _classification.py:2185(<genexpr>)
       20    0.004    0.000    0.064    0.003 _classification.py:379(multilabel_confusion_matrix)
       20    0.000    0.000    0.000    0.000 _classification.py:47(_check_zero_division)
       45    0.003    0.000    0.050    0.001 _classification.py:57(_check_targets)
        2    0.000    0.000    0.007    0.003 _common.py:17(files)
        2    0.000    0.000    0.003    0.001 _common.py:42(resolve)
        2    0.000    0.000    0.003    0.001 _common.py:47(get_package)
        2    0.000    0.000    0.004    0.002 _common.py:59(from_package)
       15    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
       15    0.000    0.000    0.000    0.000 _compiler.py:241(_optimize_charset)
        9    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
     43/3    0.001    0.000    0.001    0.000 _compiler.py:37(_compile)
       22    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
        4    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        2    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 _compiler.py:509(_compile_info)
        6    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        3    0.000    0.000    0.002    0.001 _compiler.py:571(_code)
        3    0.000    0.000    0.006    0.002 _compiler.py:738(compile)
       97    0.000    0.000    0.000    0.000 _config.py:20(_get_threadlocal_config)
       97    0.001    0.000    0.001    0.000 _config.py:28(get_config)
        1    0.000    0.000    0.000    0.000 _data.py:72(_is_constant_feature)
        1    0.000    0.000    0.000    0.000 _data.py:766(__init__)
        1    0.000    0.000    0.000    0.000 _data.py:771(_reset)
        1    0.000    0.000    0.004    0.004 _data.py:784(fit)
        1    0.000    0.000    0.004    0.004 _data.py:811(partial_fit)
        1    0.000    0.000    0.000    0.000 _data.py:88(_handle_zeros_in_scale)
        1    0.000    0.000    0.001    0.001 _data.py:957(transform)
       40    0.001    0.000    0.016    0.000 _encode.py:193(_encode)
       40    0.001    0.000    0.011    0.000 _encode.py:235(_check_unknown)
       25    0.001    0.000    0.019    0.001 _encode.py:50(_unique_np)
       25    0.000    0.000    0.020    0.001 _encode.py:9(_unique)
        1    0.000    0.000    0.001    0.001 _formlayout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:105(ColorLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:162(FontLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:210(FormWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:359(FormComboWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:389(FormTabWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:418(FormDialog)
        1    0.000    0.000    0.000    0.000 _formlayout.py:58(ColorButton)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
       10    0.000    0.000    0.001    0.000 _kmeans.py:1280(__init__)
       10    0.001    0.000    0.019    0.002 _kmeans.py:1306(_check_params)
       10    0.058    0.006    9.549    0.955 _kmeans.py:1341(fit)
      550    0.171    0.000    1.978    0.004 _kmeans.py:154(_kmeans_plusplus)
       10    0.000    0.000    0.018    0.002 _kmeans.py:252(_tolerance)
      550    6.146    0.011    7.355    0.013 _kmeans.py:565(_kmeans_single_lloyd)
       20    0.022    0.001    0.025    0.001 _kmeans.py:705(_labels_inertia)
       20    0.000    0.000    0.031    0.002 _kmeans.py:780(_labels_inertia_threadpool_limit)
       10    0.000    0.000    0.000    0.000 _kmeans.py:797(__init__)
       10    0.000    0.000    0.019    0.002 _kmeans.py:816(_check_params)
       10    0.001    0.000    0.001    0.000 _kmeans.py:863(_check_mkl_vcomp)
       20    0.000    0.000    0.130    0.007 _kmeans.py:896(_check_test_data)
      550    0.013    0.000    1.993    0.004 _kmeans.py:907(_init_centroids)
       20    0.002    0.000    0.170    0.009 _kmeans.py:998(predict)
        5    0.000    0.000    0.017    0.003 _label.py:102(fit_transform)
       40    0.002    0.000    0.020    0.000 _label.py:119(transform)
       20    0.001    0.000    0.004    0.000 _label.py:85(fit)
      3/2    0.000    0.000    0.008    0.004 _legacy.py:16(wrapper)
        2    0.000    0.000    0.000    0.000 _legacy.py:30(normalize_path)
        2    0.000    0.000    0.007    0.004 _legacy.py:55(open_text)
        1    0.000    0.000    0.002    0.002 _legacy.py:68(read_text)
     2570    0.005    0.000    0.006    0.000 _methods.py:102(_clip_dep_is_byte_swapped)
     1285    0.014    0.000    0.014    0.000 _methods.py:107(_clip_dep_invoke_with_casting)
     1285    0.013    0.000    0.106    0.000 _methods.py:126(_clip)
       55    0.002    0.000    0.010    0.000 _methods.py:163(_mean)
       10    0.005    0.001    0.016    0.002 _methods.py:196(_var)
      161    0.001    0.000    0.002    0.000 _methods.py:277(_ptp)
    64337    0.055    0.000    0.401    0.000 _methods.py:38(_amax)
    63682    0.079    0.000    0.625    0.000 _methods.py:42(_amin)
     6544    0.010    0.000    0.132    0.000 _methods.py:46(_sum)
   181245    0.161    0.000    1.143    0.000 _methods.py:54(_any)
  1033596    0.822    0.000    6.706    0.000 _methods.py:60(_all)
       65    0.001    0.000    0.001    0.000 _methods.py:66(_count_reduce_items)
     2570    0.043    0.000    0.072    0.000 _methods.py:92(_clip_dep_is_scalar_nan)
       25    0.001    0.000    0.002    0.000 _parallel_backends.py:185(in_main_thread)
